Exercise,Difficulty Level,Target Muscle Group,Primary Equipment,Body Region,Primary Exercise Classification,Video Url
Single Arm Kettlebell Tactical Waiter Clean,Advanced,Glutes,Kettlebell,Full Body,Ballistics,
Double Kettlebell Waiter Clean to Alternating Overhead Press,Advanced,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/0WjMjA_4SoE?si=J46etYGhA2sshEat
Single Arm Kettlebell Waiter Snatch,Advanced,Glutes,Kettlebell,Full Body,Ballistics,
Alternating Single Arm Kettlebell Waiter Snatch,Advanced,Glutes,Kettlebell,Full Body,Ballistics,
Barbell Overhead Pistol Squat,Expert,Quadriceps,Barbell,Lower Body,Balance,
Barbell Seated Wrist Curl,Intermediate,Forearms,Barbell,Upper Body,Unsorted*,https://youtu.be/k6F6ugHyTcA?si=XfnVnbcVgnDkbrFv
Single Arm Dumbbell Hollow Body Chest Press,Intermediate,Chest,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/D82M_YDEGJ8
Single Arm Kettlebell Tactical Waiter Snatch,Advanced,Glutes,Kettlebell,Full Body,Ballistics,
Single Arm Barbell Overhead Knee Over Toe Split Squat,Expert,Quadriceps,Barbell,Lower Body,Bodybuilding,
Single Arm Barbell Knee Over Toe Split Squat Thruster,Expert,Shoulders,Barbell,Full Body,Bodybuilding,
Barbell Knee Over Toe Split Squat Thruster,Advanced,Shoulders,Barbell,Full Body,Bodybuilding,
Double Kettlebell Waiter Snatch,Advanced,Glutes,Kettlebell,Full Body,Ballistics,
Double Kettlebell Waiter Clean to Thruster,Advanced,Shoulders,Kettlebell,Full Body,Ballistics,https://youtu.be/PX80lILLVhw?si=vmOhrWhU-xCpO4kr
Kettlebell Start Stop Swing,Novice,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/cZSh_cYNXTw
Double Kettlebell Dead Clean,Intermediate,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/qdMDbLUg9_w?si=9t5V4loMJW5VI5mV
Single Arm Barbell Bulgarian Split Squat Thruster,Expert,Shoulders,Barbell,Full Body,Bodybuilding,
Single Arm Barbell Windmill,Expert,Abdominals,Barbell,Midsection,Grinds,
Bodyweight Windmill,Novice,Abdominals,Bodyweight,Midsection,Grinds,https://youtu.be/87I2gbRgtUI?si=4hUJ0N3X8wu8MMKC
Superband Split Squat Isometric Pallof Press,Intermediate,Abdominals,Superband,Full Body,Balance,https://youtu.be/a4ctQ6GYixo?si=WP2e4CVK5KsFEluY
Single Arm Barbell Turkish Get Up,Expert,Abdominals,Barbell,Full Body,Grinds,https://youtu.be/VAFM8kbz8uA?si=UAPSMjiSnRLN3jl3
Bodyweight Plate Plyometric Push Up,Intermediate,Chest,Bodyweight,Upper Body,Plyometric,https://youtu.be/jmzZ2wQdXao
Single Arm Dumbbell Single Leg Contralateral Bent Over Row,Intermediate,Back,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/KsEBTYuqemI
Double Dumbbell Single Leg Bent Over Row,Intermediate,Back,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/LrbAy459jkg?si=UDFXUQgUuwN4hkBz
Single Arm Kettlebell Bottoms Up Thruster,Intermediate,Quadriceps,Kettlebell,Full Body,Bodybuilding,https://youtu.be/lbnYFCHrjvk
Alternating Double Kettlebell Bottoms Up Thruster,Intermediate,Quadriceps,Kettlebell,Full Body,Bodybuilding,
Single Arm Kettlebell Dead Clean,Intermediate,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/Lcm7DcXbm-U
Alternating Single Arm Kettlebell Dead Clean,Intermediate,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/FAtcUX6VxWo
Single Arm Dumbbell Bird Dog Row,Intermediate,Back,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/O1mck-Oil5Y
Single Arm Kettlebell Bottoms Up Half Kneeling Windmill,Advanced,Abdominals,Kettlebell,Midsection,Grinds,https://youtu.be/U6kn-AypL7c
Alternating Single Arm Kettlebell Half Kneeling Around the World High Catch,Intermediate,Abdominals,Kettlebell,Unsorted*,Unsorted*,
Double Dumbbell Renegade Row ,Intermediate,Back,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/U_kv9LRu6_I?si=o6wONfSHOO4nrgpy
Single Arm Barbell Overhead Toe Balance Squat,Expert,Quadriceps,Barbell,Lower Body,Balance,
Barbell Overhead Toe Balance Squat,Advanced,Quadriceps,Barbell,Lower Body,Balance,
Ring Kneeling Rollout,Intermediate,Abdominals,Gymnastic Rings,Midsection,Calisthenics,https://youtu.be/LMQIG45Wwd8
Single Arm Ring Kneeling Rollout,Advanced,Abdominals,Gymnastic Rings,Midsection,Calisthenics,
Ring Standing Rollout,Advanced,Abdominals,Gymnastic Rings,Midsection,Calisthenics,https://youtu.be/or7xH0BirKw?si=5oL6x2NsxvCfWaBo
Single Arm Landmine Shoulder Press,Intermediate,Shoulders,Landmine,Upper Body,Unsorted*,https://youtu.be/5Cs27w8WVz4
Alternating Single Arm Landmine Shoulder Press,Intermediate,Shoulders,Landmine,Upper Body,Unsorted*,https://youtu.be/owbzzfb-0PQ
Single Arm Kettlebell Bent Press,Intermediate,Shoulders,Kettlebell,Unsorted*,Grinds,https://youtu.be/xO7fmvTpy3M
Alternating Single Arm Kettlebell Around the World High Catch to Squat,Intermediate,Abdominals,Kettlebell,Unsorted*,Unsorted*,
Double Kettlebell Overhead Alternating Cossack Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Double Kettlebell Front Rack Cossack Squat,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/sBuAJggOIxE?si=CST2KlC-8f_fnogp
Double Kettlebell Front Rack Low Switch Cossack Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/j9sFzOeMmxY?si=i2yJV3WJb2pBCf0X
Alternating Single Arm Kettlebell Bottoms Up Clean to Overhead Press,Intermediate,Shoulders,Kettlebell,Full Body,Ballistics,
Double Kettlebell Bottoms Up Clean to Overhead Press,Intermediate,Shoulders,Kettlebell,Full Body,Ballistics,
Double Kettlebell Bottoms Up Overhead Knee Over Toe Split Squat,Advanced,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Single Arm Landmine Half Kneeling Shoulder Press,Intermediate,Shoulders,Landmine,Upper Body,Unsorted*,https://youtu.be/ORoOn93dnh4
Bodyweight Bulgarian Split Squat,Novice,Quadriceps,Bodyweight,Lower Body,Bodybuilding,https://youtu.be/kBQ1krvKFBU
Plate Otis Up,Novice,Abdominals,Weight Plate,Midsection,Unsorted*,https://youtu.be/vjAjAERSkIk
Double Kettlebell Overhead Pistol Squat,Expert,Quadriceps,Kettlebell,Lower Body,Balance,
Double Kettlebell Bottoms Up Front Rack Pistol Squat,Expert,Quadriceps,Kettlebell,Lower Body,Balance,https://youtu.be/WPIrFREyNaw
Double Kettlebell Bottoms Up Overhead Pistol Squat,Expert,Quadriceps,Kettlebell,Lower Body,Balance,
Double Kettlebell Clean to Sots Press,Intermediate,Shoulders,Kettlebell,Full Body,Ballistics,https://youtu.be/NqZPSUqSJlA
Double Kettlebell Bottoms Up Clean to Sots Press,Advanced,Shoulders,Kettlebell,Full Body,Ballistics,
Single Arm Landmine Tall Kneeling Shoulder Press,Intermediate,Shoulders,Landmine,Upper Body,Unsorted*,https://youtu.be/TVTHezj2ZLg
Single Arm Landmine Z Press,Intermediate,Shoulders,Landmine,Upper Body,Bodybuilding,https://youtu.be/app94pzXOuU
Barbell Z Press,Intermediate,Shoulders,Barbell,Upper Body,Bodybuilding,https://youtu.be/D73Oy2m-Uoc
Single Arm Suspension Bicep Curl,Intermediate,Biceps,Suspension Trainer,Upper Body,Unsorted*,https://youtu.be/gn5Uy0z5DyY?si=cNwcH7q0lucOSGDX
Suspension Atomic Push Up,Intermediate,Chest,Suspension Trainer,Upper Body,Unsorted*,https://youtu.be/qTD9lWjff84
Parallette Feet Elevated Close Grip Push Up,Intermediate,Chest,Parallette Bars,Upper Body,Calisthenics,
Double Kettlebell Clean to Thruster,Intermediate,Shoulders,Kettlebell,Full Body,Unsorted*,https://youtu.be/J6xUudO95Gc
Bodyweight Archer Push Up,Intermediate,Chest,Bodyweight,Upper Body,Calisthenics,https://youtu.be/_Qbz_54_9Sw
Parallette Archer Push Up,Intermediate,Chest,Parallette Bars,Upper Body,Calisthenics,https://youtu.be/Wg2mF-GjD10
Single Arm Suspension Push Up,Intermediate,Chest,Suspension Trainer,Upper Body,Unsorted*,https://youtu.be/PenQnEuayM4
Ring Skin the Cat,Intermediate,Shoulders,Gymnastic Rings,Upper Body,Calisthenics,https://youtu.be/ABSpTs17ObA
Double Kettlebell Bottoms Up Overhead Bulgarian Split Squat,Advanced,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Single Arm Kettlebell Bottoms Up Overhead Contralateral Bulgarian Split Squat,Advanced,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Single Arm Kettlebell Suitcase Contralateral Bulgarian Split Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/DGzBcpLm8T4?si=VFc6IG7H7vAlBgxV
Single Arm Kettlebell Suitcase Ipsilateral Bulgarian Split Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Double Kettlebell Bottoms Up Front Rack Bulgarian Split Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Double Kettlebell Suitcase Bulgarian Split Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/2mDqNOd-Pco?si=MiZ8nJsVAje_rZfb
Double Kettlebell Bulgarian Split Squat Thruster ,Advanced,Shoulders,Kettlebell,Full Body,Bodybuilding,
Double Kettlebell Bottoms Up Bulgarian Split Squat Thruster,Advanced,Shoulders,Kettlebell,Full Body,Bodybuilding,
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Bulgarian Split Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Single Arm Kettlebell Front Rack Contralateral Bulgarian Split Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Ring Feet Elevated Row,Intermediate,Back,Gymnastic Rings,Upper Body,Calisthenics,https://youtu.be/u3XIZSv2Npw
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Bulgarian Split Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Ring Feet Elevated Bulgarian Row,Intermediate,Back,Gymnastic Rings,Upper Body,Calisthenics,https://youtu.be/k84lpDtf5kQ
Ring Feet Elevated Archer Row,Intermediate,Back,Gymnastic Rings,Upper Body,Calisthenics,
Ring Push Up,Intermediate,Chest,Gymnastic Rings,Upper Body,Calisthenics,https://youtu.be/u8tOhNwiL70
Ring Chest Fly,Intermediate,Chest,Gymnastic Rings,Upper Body,Unsorted*,https://youtu.be/ytAxGbZ7g80
Double Kettlebell Feet Elevated Decline Push Up,Intermediate,Chest,Kettlebell,Upper Body,Calisthenics,https://youtu.be/kw3ht7nZbXs?si=9ZaHvZoUYJK9H_2w
Single Arm Kettlebell Bottoms Up Half Kneeling Contralateral Overhead Press,Intermediate,Shoulders,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/DrpIWrG7rl8
Parallette Alternating Shoulder Tap Push Up,Intermediate,Chest,Parallette Bars,Upper Body,Calisthenics,https://youtu.be/NENoxvoyaTw
Parallette Dive Bomber Push Up,Intermediate,Chest,Parallette Bars,Upper Body,Calisthenics,https://youtu.be/tpCOg3ZKn3w?si=e_92TbjIAIy3thZh
Barbell Front Rack Bulgarian Split Squat,Intermediate,Quadriceps,Barbell,Lower Body,Bodybuilding,https://youtu.be/kz5dpeSigAI
Barbell Back Rack Bulgarian Split Squat,Intermediate,Quadriceps,Barbell,Lower Body,Bodybuilding,https://youtu.be/CeNiZ52DzU0
Single Arm Suspension Contralateral Pistol Squat,Advanced,Quadriceps,Suspension Trainer,Lower Body,Balance,https://youtu.be/h7_72KyEiak?si=XbFWuzPRx4nM67GN
Barbell Front Rack Alternating Curtsy Lunge,Intermediate,Quadriceps,Barbell,Lower Body,Bodybuilding,https://youtu.be/QB9bEZQl6Mg
Bodyweight Dragon Flag,Advanced,Abdominals,Bodyweight,Midsection,Calisthenics,https://youtu.be/LXmJg15hurY?si=kuUaXsoiL3fnTOE7
Single Arm Kettlebell Front Rack Ipsilateral Bulgarian Split Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Bodyweight Dive Bomber Push Up,Intermediate,Chest,Bodyweight,Upper Body,Calisthenics,https://youtu.be/y94uWhVJ3D4?si=TIKacdZm8d8i5e6M
Barbell Staggered Stance Push Press,Intermediate,Shoulders,Barbell,Upper Body,Unsorted*,
Parallette Full Planche,Expert,Abdominals,Parallette Bars,Unsorted*,Calisthenics,https://youtu.be/v6oj7ImoVP4?si=F3GtqX0vk8YHIyZm
Double Dumbbell Renegade Row to Push Up,Intermediate,Back,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/731lQp2shpY
Ring Inverted Iron Cross,Grand Master,Back,Gymnastic Rings,Unsorted*,Calisthenics,https://youtu.be/qO5ZqLJD_ZQ
Barbell Reverse Grip Front Raise,Intermediate,Shoulders,Barbell,Upper Body,Bodybuilding,https://youtu.be/b2ELsjM9KQQ
Ring Tuck Planche,Advanced,Abdominals,Gymnastic Rings,Unsorted*,Calisthenics,https://youtu.be/ch0kaD--kIA
Barbell Seated Reverse Grip Wrist Curl,Intermediate,Forearms,Barbell,Upper Body,Unsorted*,
Ring Full Planche,Master,Abdominals,Gymnastic Rings,Unsorted*,Calisthenics,
Alternating Single Arm Parallette Push Up,Intermediate,Chest,Parallette Bars,Upper Body,Calisthenics,
Ring Scapular Pull Up,Intermediate,Back,Gymnastic Rings,Upper Body,Calisthenics,https://youtu.be/pE8PJsWEV7k
Ring Grip Full Planche,Grand Master,Abdominals,Gymnastic Rings,Unsorted*,Calisthenics,
Bodyweight Full Planche,Expert,Abdominals,Bodyweight,Unsorted*,Calisthenics,https://youtu.be/hTpQCPjYZ3w?si=jlVsTRhe4TDGXMhx
Cable Quadruped Hip Abduction,Novice,Abductors,Cable,Lower Body,Unsorted*,https://youtu.be/MZi0M3OJEVw
Barbell Reverse Grip Bench Press,Intermediate,Chest,Barbell,Upper Body,Bodybuilding,https://youtu.be/a9IZD74jAfw?si=-nGBSNLL5nllir0b
Double Kettlebell Turkish Get Up,Advanced,Abdominals,Kettlebell,Full Body,Grinds,https://youtu.be/q4JSQU9lyfs
Single Arm Kettlebell Rotational Overhead Press,Intermediate,Shoulders,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/jtOoPLn8OEQ
Single Arm Kettlebell Z Press,Intermediate,Shoulders,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/ygiRarZWXHw
Parallette Straddle Planche,Expert,Abdominals,Parallette Bars,Unsorted*,Calisthenics,https://youtu.be/2qWMe_2rlFk?si=MrPXRqDAKW9xxM_5
Single Arm Kettlebell Sots Press,Intermediate,Shoulders,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/1znq_EvBvCg
Ring Straddle Planche,Master,Abdominals,Gymnastic Rings,Unsorted*,Calisthenics,
Double Kettlebell Renegade Row ,Intermediate,Back,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/SUqsBTSldyk
Barbell Turkish Sit Up,Intermediate,Abdominals,Barbell,Midsection,Unsorted*,https://youtu.be/zCBlmAdxfI0
Plate Turkish Sit Up,Intermediate,Abdominals,Weight Plate,Midsection,Unsorted*,https://youtu.be/A7sXEmRwTQQ
Double Kettlebell Renegade Row to Push Up,Intermediate,Back,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/i8VL6OjVlCY
Single Arm Barbell Turkish Sit Up,Advanced,Abdominals,Barbell,Midsection,Unsorted*,
Dumbbell Crush Grip Romanian Deadlift,Beginner,Hamstrings,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/SozT7TcG-p0?si=8DX3-uViiOfh2BvX
Single Arm Kettlebell Half Kneeling Contralateral Overhead Press,Intermediate,Shoulders,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/wlAJN3GzJWA
Double Kettlebell Knee Over Toe Split Squat Thruster,Advanced,Shoulders,Kettlebell,Full Body,Bodybuilding,
Double Kettlebell Bottoms Up Knee Over Toe Split Squat Thruster,Advanced,Shoulders,Kettlebell,Full Body,Bodybuilding,
Single Arm Kettlebell Bottoms Up Z Press,Intermediate,Shoulders,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/XFxoHtiGZtw
Double Kettlebell Bottoms Up Z Press,Intermediate,Shoulders,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/s2hAm9S-6fY
Double Kettlebell Sots Press,Intermediate,Shoulders,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/D6UYO_ZbLJ8
Alternating Double Kettlebell Sots Press,Intermediate,Shoulders,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/_Q2mHbn6ggA?si=QGGePHfV1X7MFEdF
Double Kettlebell Seesaw Sots Press,Intermediate,Shoulders,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/L0DwNTS4psM
Dumbbell Crush Grip Hollow Body Hold with Flutter Kicks,Intermediate,Abdominals,Dumbbell,Midsection,Unsorted*,https://youtu.be/Btp-pKPfvEU
Double Kettlebell Bottoms Up Seesaw Overhead Press,Intermediate,Shoulders,Kettlebell,Upper Body,Unsorted*,https://youtu.be/HDzbviKeH8A
Parallette Crow Pose,Intermediate,Abdominals,Parallette Bars,Unsorted*,Calisthenics,https://youtu.be/JHYVvhWqNzE
Double Kettlebell Bottoms Up Seesaw Z Press,Intermediate,Shoulders,Kettlebell,Upper Body,Bodybuilding,
Single Arm Kettlebell Bottoms Up Knee Over Toe Split Squat Thruster,Advanced,Shoulders,Kettlebell,Full Body,Bodybuilding,
Suspension Single Leg Standing Bent Knee Reverse Fly,Intermediate,Shoulders,Suspension Trainer,Upper Body,Balance,
Kettlebell Bottoms Up Horn Grip Goblet Bulgarian Split Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
Double Kettlebell Snatch to Overhead Squat,Advanced,Quadriceps,Kettlebell,Full Body,Ballistics,
Suspension Single Leg Standing Bent Knee Y Raise,Intermediate,Shoulders,Suspension Trainer,Upper Body,Balance,
Suspension Single Leg Standing Bent Knee Face Pull,Intermediate,Shoulders,Suspension Trainer,Upper Body,Balance,
Single Arm Kettlebell Half Kneeling Dead Clean,Intermediate,Glutes,Kettlebell,Full Body,Ballistics,
Barbell Overhead March,Intermediate,Abdominals,Barbell,Midsection,Balance,https://youtu.be/NJ4t_HAgJ0M
Single Arm Barbell Overhead March,Advanced,Abdominals,Barbell,Midsection,Balance,
Single Arm Kettlebell Half Kneeling Clean,Intermediate,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/2LM9Y67n6Aw
Single Arm Kettlebell Half Kneeling Snatch,Intermediate,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/Ak5wI3oLbjA?si=ZcxpayHQ4EbHkxWD
Double Kettlebell Front Rack Alternating Curtsy Lunge,Novice,Quadriceps,Kettlebell,Lower Body,Bodybuilding,https://youtu.be/UnevKvSIDLo?si=Y2g3UwUxqNMlZHdo
Slider Lateral Lunge,Beginner,Adductors,Sliders,Lower Body,Bodybuilding,https://youtu.be/Gj12f62lLeM?si=VhTsZJu7DxtPvx73
Kettlebell Bottoms Up Horn Grip Toe Balance Squat,Intermediate,Quadriceps,Kettlebell,Lower Body,Balance,
Double Kettlebell Dead Clean to Overhead Press,Intermediate,Shoulders,Kettlebell,Full Body,Ballistics,https://youtu.be/8xYUgNA1Hi0?si=B1HQJvZslYYHAgLt
Double Kettlebell Dead Clean to Thruster,Intermediate,Shoulders,Kettlebell,Full Body,Ballistics,https://youtu.be/3p8swLoH5no
Suspension Single Leg Standing Bent Knee Face Pull to Overhead Press,Intermediate,Shoulders,Suspension Trainer,Upper Body,Balance,
Suspension Single Leg Standing Bent Knee Cuban Press,Intermediate,Shoulders,Suspension Trainer,Upper Body,Balance,
Single Arm Kettlebell Half Kneeling Side Press,Intermediate,Shoulders,Kettlebell,Upper Body,Grinds,https://youtu.be/HbE0-wpAeys
Double Kettlebell Single Leg Standing Bent Knee Overhead Press,Intermediate,Shoulders,Kettlebell,Upper Body,Balance,
Single Arm Kettlebell Dead Snatch,Intermediate,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/VfKFRnS5FDY
Alternating Single Arm Kettlebell Dead Snatch,Intermediate,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/z0tHucwkYgM?si=VThu2f_wRIcFlNP3
Double Kettlebell Dead Half Snatch,Intermediate,Glutes,Kettlebell,Full Body,Ballistics,https://youtu.be/t8Z9LTj5b6Y
Slider Barbell Overhead Reverse Lunge,Advanced,Quadriceps,Sliders,Lower Body,Bodybuilding,
Single Arm Kettlebell Single Leg Standing Bent Knee Contralateral Overhead Press,Intermediate,Shoulders,Kettlebell,Upper Body,Balance,
Suspension Single Leg Standing Bent Knee Bicep Curl,Intermediate,Biceps,Suspension Trainer,Upper Body,Balance,
Double Kettlebell Otis Up,Novice,Abdominals,Kettlebell,Midsection,Unsorted*,
Single Arm Kettlebell Otis Up,Novice,Abdominals,Kettlebell,Midsection,Unsorted*,
Kettlebell Horn Grip Otis Up,Novice,Abdominals,Kettlebell,Midsection,Unsorted*,
Double Kettlebell Bottoms Up Otis Up,Intermediate,Abdominals,Kettlebell,Midsection,Unsorted*,
Single Arm Kettlebell Bottoms Up Otis Up,Intermediate,Abdominals,Kettlebell,Midsection,Unsorted*,
Double Dumbbell Staggered Stance Romanian Deadlift,Novice,Hamstrings,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/RFuCfiMfJ1w
Barbell Staggered Stance Romanian Deadlift,Intermediate,Hamstrings,Barbell,Lower Body,Bodybuilding,https://youtu.be/UDKuhQqMIBs
Single Arm Kettlebell Bottoms Up Turkish Sit Up,Intermediate,Abdominals,Kettlebell,Midsection,Unsorted*,
Ring Hanging Knees to Elbows,Advanced,Abdominals,Gymnastic Rings,Midsection,Calisthenics,https://youtu.be/SxLuhaSaPM4
Single Arm Plate Teacup,Intermediate,Shoulders,Weight Plate,Upper Body,Mobility,
Double Kettlebell Bottoms Up Turkish Sit Up,Intermediate,Abdominals,Kettlebell,Midsection,Unsorted*,
Superband Assisted Nordic Hamstring Curl,Intermediate,Hamstrings,Superband,Lower Body,Unsorted*,https://youtu.be/4u74sLMSObs
Double Kettlebell Bottoms Up Turkish Sit Up to Z Press,Intermediate,Abdominals,Kettlebell,Midsection,Bodybuilding,
Bodyweight Alternating Shin Box Hip Extension,Intermediate,Glutes,Bodyweight,Lower Body,Mobility,https://youtu.be/UZLEwSROzyQ?si=Pk3NabO_4gvYWivn
Single Arm Kettlebell Turkish Sit Up to Z Press,Intermediate,Abdominals,Kettlebell,Midsection,Bodybuilding,https://youtu.be/FOdI5tm_JZs?si=-JnXwtZzA1jDzCcB
Single Arm Kettlebell Bottoms Up Turkish Sit Up to Z Press,Intermediate,Abdominals,Kettlebell,Midsection,Bodybuilding,
Ring Chin Up,Intermediate,Biceps,Gymnastic Rings,Upper Body,Calisthenics,https://youtu.be/rJiYA9jn3YI
Double Kettlebell Clean to Alternating Rotational Overhead Press,Intermediate,Shoulders,Kettlebell,Full Body,Unsorted*,
Single Arm Kettlebell Rotational Thruster,Novice,Quadriceps,Kettlebell,Full Body,Bodybuilding,https://youtu.be/jkbJFWzllH4
Alternating Single Arm Kettlebell Clean to Rotational Thruster,Intermediate,Shoulders,Kettlebell,Full Body,Unsorted*,
Double Kettlebell Bottoms Up Front Rack Low Switch Cossack Squat,Advanced,Quadriceps,Kettlebell,Lower Body,Bodybuilding,
